"",BBK01.OU7409,BBK01.OU7409_FLAGS
"",Domestic securities / Mutual fund shares and other securities / Issued by banks (MFIs) / Regional banks and other commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:51:25,
1968-12,0.018,
1969-01,0.018,
1969-02,0.013,
1969-03,0.012,
1969-04,0.012,
1969-05,0.022,
1969-06,0.015,
1969-07,0.009,
1969-08,0.009,
1969-09,0.009,
1969-10,0.010,
1969-11,0.009,
1969-12,0.009,
1970-01,0.012,
1970-02,0.007,
1970-03,0.007,
1970-04,0.007,
1970-05,0.007,
1970-06,0.007,
1970-07,0.007,
1970-08,0.005,
1970-09,0.005,
1970-10,0.005,
1970-11,0.007,
1970-12,0.005,
1971-01,0.004,
1971-02,0.004,
1971-03,0.005,
1971-04,0.006,
1971-05,0.011,
1971-06,0.006,
1971-07,0.007,
1971-08,0.006,
1971-09,0.006,
1971-10,0.005,
1971-11,0.005,
1971-12,0.005,
1972-01,0.075,
1972-02,0.006,
1972-03,0.005,
1972-04,0.007,
1972-05,0.008,
1972-06,0.011,
1972-07,0.013,
1972-08,0.007,
1972-09,0.013,
1972-10,0.006,
1972-11,0.009,
1972-12,0.004,
1973-01,0.004,
1973-02,0.006,
1973-03,0.009,
1973-04,0.009,
1973-05,0.081,
1973-06,0.074,
1973-07,0.010,
1973-08,0.009,
1973-09,0.008,
1973-10,0.007,
1973-11,0.010,
1973-12,0.006,
1974-01,0.007,
1974-02,0.007,
1974-03,0.007,
1974-04,0.007,
1974-05,0.103,
1974-06,0.006,
1974-07,0.006,
1974-08,0.007,
1974-09,0.004,
1974-10,0.004,
1974-11,0.001,
1974-12,0.001,
1975-01,0.001,
1975-02,0.001,
1975-03,0.001,
1975-04,0.002,
1975-05,0.002,
1975-06,0.002,
1975-07,0.001,
1975-08,0.001,
1975-09,0.013,
1975-10,0.008,
1975-11,0.008,
1975-12,0.005,
1976-01,0.001,
1976-02,0.001,
1976-03,0.001,
1976-04,0.001,
1976-05,0.001,
1976-06,0.001,
1976-07,0.001,
