"",BBK01.OU7414,BBK01.OU7414_FLAGS
"",Domestic securities / Mutual fund shares and other securities / Issued by banks (MFIs) / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:51:29,
1968-12,-,Nothing exists
1969-01,-,Nothing exists
1969-02,0.002,
1969-03,0.004,
1969-04,0.004,
1969-05,0.004,
1969-06,0.005,
1969-07,0.010,
1969-08,0.008,
1969-09,0.010,
1969-10,0.009,
1969-11,0.009,
1969-12,0.013,
1970-01,0.012,
1970-02,0.012,
1970-03,0.012,
1970-04,0.013,
1970-05,0.013,
1970-06,0.012,
1970-07,0.011,
1970-08,0.012,
1970-09,0.012,
1970-10,0.012,
1970-11,0.012,
1970-12,0.012,
1971-01,0.012,
1971-02,0.012,
1971-03,0.012,
1971-04,0.012,
1971-05,0.012,
1971-06,0.012,
1971-07,0.012,
1971-08,0.012,
1971-09,0.013,
1971-10,0.013,
1971-11,0.013,
1971-12,0.014,
1972-01,0.014,
1972-02,0.014,
1972-03,0.014,
1972-04,0.014,
1972-05,0.014,
1972-06,0.014,
1972-07,0.014,
1972-08,0.014,
1972-09,0.014,
1972-10,0.014,
1972-11,0.014,
1972-12,0.015,
1973-01,0.015,
1973-02,0.015,
1973-03,0.015,
1973-04,0.019,
1973-05,0.017,
1973-06,0.017,
1973-07,0.016,
1973-08,0.015,
1973-09,0.015,
1973-10,0.015,
1973-11,0.014,
1973-12,0.031,
1974-01,0.039,
1974-02,0.040,
1974-03,0.040,
1974-04,0.041,
1974-05,0.025,
1974-06,0.021,
1974-07,0.021,
1974-08,0.021,
1974-09,0.021,
1974-10,0.021,
1974-11,0.021,
1974-12,0.021,
1975-01,0.021,
1975-02,0.021,
1975-03,0.021,
1975-04,0.021,
1975-05,0.021,
1975-06,0.024,
1975-07,0.024,
1975-08,0.025,
1975-09,0.025,
1975-10,0.025,
1975-11,0.025,
1975-12,0.022,
1976-01,0.022,
1976-02,0.022,
1976-03,0.022,
1976-04,0.022,
1976-05,0.022,
1976-06,0.022,
1976-07,0.022,
1976-08,0.023,
1976-09,0.023,
1976-10,0.023,
1976-11,0.023,
1976-12,0.023,
1977-01,0.021,
1977-02,0.021,
1977-03,0.021,
1977-04,0.021,
1977-05,0.025,
1977-06,0.025,
1977-07,0.025,
1977-08,0.025,
1977-09,0.025,
1977-10,0.024,
1977-11,0.025,
1977-12,0.022,
1978-01,0.023,
1978-02,0.021,
1978-03,0.021,
1978-04,0.020,
1978-05,0.019,
1978-06,0.019,
1978-07,0.019,
1978-08,0.021,
1978-09,0.019,
1978-10,0.019,
1978-11,0.019,
1978-12,0.017,
1979-01,0.019,
1979-02,0.018,
1979-03,0.018,
1979-04,0.019,
1979-05,0.019,
1979-06,0.019,
1979-07,0.019,
1979-08,0.019,
1979-09,0.019,
1979-10,0.019,
1979-11,0.019,
1979-12,0.019,
1980-01,0.019,
1980-02,0.019,
1980-03,0.019,
1980-04,0.019,
1980-05,0.019,
1980-06,0.019,
1980-07,0.019,
1980-08,0.019,
1980-09,0.019,
1980-10,0.019,
1980-11,0.026,
1980-12,0.057,
1981-01,0.057,
1981-02,0.057,
1981-03,0.057,
1981-04,0.057,
1981-05,0.062,
1981-06,0.058,
1981-07,0.058,
1981-08,0.050,
1981-09,0.050,
1981-10,0.051,
1981-11,0.051,
1981-12,0.005,
1982-01,0.003,
1982-02,0.003,
1982-03,0.003,
1982-04,0.003,
1982-05,0.003,
1982-06,0.003,
1982-07,0.003,
1982-08,0.004,
1982-09,0.004,
1982-10,0.003,
1982-11,0.003,
1982-12,0.003,
1983-01,0.003,
1983-02,0.002,
1983-03,0.002,
1983-04,0.006,
1983-05,0.006,
1983-06,0.006,
1983-07,0.001,
1983-08,0.001,
1983-09,0.002,
1983-10,0.002,
1983-11,0.002,
1983-12,0.001,
1984-01,0.001,
1984-02,0.010,
1984-03,0.011,
1984-04,0.017,
1984-05,0.008,
1984-06,0.002,
1984-07,0.002,
1984-08,0.002,
1984-09,0.004,
1984-10,0.005,
1984-11,0.005,
1984-12,0.119,
1985-01,0.119,
1985-02,0.150,
1985-03,0.150,
1985-04,0.149,
1985-05,0.149,
1985-06,0.149,
1985-07,0.149,
1985-08,0.159,
1985-09,0.150,
1985-10,0.147,
1985-11,0.124,
1985-12,0.130,
1986-01,0.131,
1986-02,0.130,
1986-03,0.109,
1986-04,0.108,
1986-05,0.106,
1986-06,0.106,
1986-07,0.107,
1986-08,0.107,
1986-09,0.108,
1986-10,0.118,
1986-11,0.115,
1986-12,0.142,
1987-01,0.148,
1987-02,0.143,
1987-03,0.157,
1987-04,0.154,
1987-05,0.155,
1987-06,0.156,
1987-07,0.176,
1987-08,0.176,
1987-09,0.023,
1987-10,0.026,
1987-11,0.024,
1987-12,0.004,
1988-01,0.003,
1988-02,0.002,
1988-03,0.002,
1988-04,0.002,
1988-05,0.002,
1988-06,0.002,
1988-07,0.001,
1988-08,0.003,
1988-09,0.003,
1988-10,0.002,
1988-11,0.002,
1988-12,0.002,
1989-01,0.002,
1989-02,0.003,
1989-03,0.002,
1989-04,0.003,
1989-05,0.002,
1989-06,0.002,
1989-07,0.002,
1989-08,0.002,
1989-09,0.002,
1989-10,0.004,
1989-11,0.004,
1989-12,0.004,
1990-01,0.003,
1990-02,0.004,
1990-03,0.004,
1990-04,0.005,
1990-05,0.005,
1990-06,0.018,
1990-07,0.008,
1990-08,0.007,
1990-09,0.006,
1990-10,0.006,
1990-11,0.006,
1990-12,0.006,
1991-01,0.005,
1991-02,0.005,
1991-03,0.004,
1991-04,0.006,
1991-05,0.005,
1991-06,0.006,
1991-07,0.006,
1991-08,0.005,
1991-09,0.005,
1991-10,0.005,
1991-11,0.008,
1991-12,0.007,
1992-01,0.007,
1992-02,0.008,
1992-03,0.008,
1992-04,0.008,
1992-05,0.008,
1992-06,0.005,
1992-07,0.009,
1992-08,0.011,
1992-09,0.012,
1992-10,0.012,
1992-11,0.011,
1992-12,0.013,
1993-01,0.013,
1993-02,0.020,
1993-03,0.040,
1993-04,0.041,
1993-05,0.039,
1993-06,0.038,
1993-07,0.025,
1993-08,0.026,
1993-09,0.028,
1993-10,0.031,
1993-11,0.031,
1993-12,0.032,
1994-01,0.071,
1994-02,0.077,
1994-03,0.080,
1994-04,0.062,
1994-05,0.116,
1994-06,0.125,
1994-07,0.138,
1994-08,0.145,
1994-09,0.150,
1994-10,0.108,
1994-11,0.086,
1994-12,0.096,
1995-01,0.081,
1995-02,0.079,
1995-03,0.069,
1995-04,0.067,
1995-05,0.103,
1995-06,0.101,
1995-07,0.093,
1995-08,0.099,
1995-09,0.104,
1995-10,0.095,
1995-11,0.097,
1995-12,0.075,
1996-01,0.089,
1996-02,0.100,
1996-03,0.083,
1996-04,0.082,
1996-05,0.119,
1996-06,0.083,
1996-07,0.080,
1996-08,0.088,
1996-09,0.095,
1996-10,0.080,
1996-11,0.071,
1996-12,0.080,
1997-01,0.078,
1997-02,0.111,
