"",BBK01.WX0069,BBK01.WX0069_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 47.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:20,
2008-12,5.25,
2009-01,5.25,
2009-02,5.25,
2009-03,5.25,
2009-04,5.26,
2009-05,5.25,
2009-06,5.25,
2009-07,5.24,
2009-08,5.23,
2009-09,5.23,Corrected value
2009-10,5.21,
2009-11,5.20,
2009-12,5.19,
2010-01,5.18,
2010-02,5.17,
2010-03,5.16,
2010-04,5.14,
2010-05,5.13,
2010-06,5.11,
2010-07,5.09,
2010-08,5.07,
2010-09,5.04,
2010-10,5.02,
2010-11,5.00,
2010-12,4.99,
2011-01,4.97,
2011-02,4.96,
2011-03,4.95,
2011-04,4.93,
2011-05,4.92,
2011-06,4.91,
2011-07,4.90,
2011-08,4.90,
2011-09,4.89,
2011-10,4.89,
2011-11,4.88,
2011-12,4.88,
2012-01,4.87,
2012-02,4.86,
2012-03,4.85,
2012-04,4.84,
2012-05,4.82,
2012-06,4.81,
2012-07,4.80,
2012-08,4.79,
2012-09,4.78,
2012-10,4.77,
2012-11,4.76,
2012-12,4.76,
2013-01,4.75,
2013-02,4.74,
2013-03,4.73,
2013-04,4.71,
2013-05,4.70,
2013-06,4.68,
2013-07,4.67,
2013-08,4.66,
2013-09,4.65,
2013-10,4.65,
2013-11,4.64,
2013-12,4.63,
2014-01,4.62,
2014-02,4.61,
2014-03,4.60,
2014-04,4.58,
2014-05,4.57,
2014-06,4.54,
2014-07,4.52,
2014-08,4.49,
2014-09,4.46,
2014-10,4.43,
2014-11,4.40,
2014-12,4.36,
2015-01,4.31,
