"",BBK01.QUY082,BBK01.QUY082_FLAGS
"",Consolidated German banks: Loans and advances to non- residents / Countries not identifiable / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:41:01,
2002-03,0.141,
2002-04,0.132,
2002-05,0.137,
2002-06,0.128,
2002-07,0.125,
2002-08,0.123,
2002-09,0.084,
2002-10,0.074,
2002-11,0.080,
2002-12,0.073,
2003-01,0.060,
2003-02,0.065,
2003-03,0.070,
2003-04,0.042,
2003-05,0.050,
2003-06,0.082,
2003-07,0.036,
2003-08,0.031,
2003-09,0.040,
2003-10,0.042,
2003-11,0.045,
2003-12,0.051,
2004-01,0.040,
2004-02,0.037,
2004-03,0.040,
2004-04,0.037,
2004-05,0.039,
2004-06,0.129,
2004-07,0.042,
2004-08,0.044,
2004-09,0.083,
2004-10,0.098,
2004-11,0.122,
2004-12,0.154,
2005-01,0.143,
2005-02,0.128,
2005-03,0.099,
2005-04,0.097,
2005-05,0.115,
2005-06,0.060,
2005-07,0.046,
2005-08,0.027,
2005-09,0.046,
2005-10,0.038,
2005-11,0.038,
2005-12,0.036,
2006-01,0.021,
2006-02,0.019,
2006-03,0.033,
2006-04,0.020,
2006-05,0.019,
2006-06,0.024,
2006-07,0.034,
2006-08,0.023,
2006-09,0.015,
2006-10,0.021,
2006-11,0.025,
2006-12,0.024,
2007-01,0.028,
2007-02,0.029,
2007-03,0.028,
2007-04,0.020,
2007-05,0.027,
2007-06,0.026,
2007-07,0.041,
2007-08,0.019,
2007-09,0.029,
2007-10,0.021,
2007-11,0.019,
2007-12,0.024,
2008-01,0.020,
2008-02,0.064,
2008-03,0.156,
2008-04,0.096,
2008-05,0.114,
2008-06,0.120,
2008-07,0.083,
2008-08,0.061,
2008-09,0.060,
2008-10,0.038,
2008-11,0.033,
2008-12,0.041,
2009-01,0.026,
2009-02,0.021,
2009-03,0.024,
2009-04,0.022,
2009-05,0.023,
2009-06,0.050,
2009-07,0.054,
2009-08,0.049,
2009-09,0.050,
2009-10,0.050,
2009-11,0.049,
2009-12,0.055,
2010-01,0.064,
2010-02,0.059,
2010-03,0.093,
2010-04,0.068,
2010-05,0.069,
2010-06,0.057,
2010-07,0.065,
2010-08,0.061,
2010-09,0.058,
2010-10,0.059,
2010-11,0.057,
2010-12,0.053,
2011-01,0.053,
2011-02,0.051,
2011-03,0.060,
2011-04,0.068,
2011-05,0.078,
2011-06,0.068,
2011-07,0.099,
2011-08,0.056,
2011-09,0.071,
2011-10,0.052,
2011-11,0.075,
2011-12,0.048,
2012-01,0.053,
2012-02,0.055,
2012-03,0.050,
2012-04,0.092,
2012-05,0.072,
2012-06,0.074,
2012-07,0.058,
2012-08,0.074,
2012-09,0.062,
2012-10,0.044,
2012-11,0.028,
2012-12,0.026,
2013-01,0.026,
2013-02,0.054,
2013-03,0.020,
2013-04,0.023,
2013-05,0.023,
2013-06,0.027,
2013-07,0.024,
2013-08,0.021,
2013-09,0.021,
2013-10,0.018,
2013-11,0.020,
2013-12,0.019,
2014-01,0.019,
2014-02,0.017,
2014-03,0.064,
2014-04,0.019,
2014-05,0.049,
2014-06,0.118,
2014-07,0.029,
2014-08,0.031,
2014-09,0.035,
2014-10,0.030,
