"",BBK01.OUU194,BBK01.OUU194_FLAGS
"",Time deposits of domestic non-banks (non-MFIs) / for more than one year up to and including two years / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:17:23,
1999-01,0.030,
1999-02,0.029,
1999-03,0.027,
1999-04,0.027,
1999-05,0.029,
1999-06,0.027,
1999-07,0.025,
1999-08,0.128,
1999-09,0.027,
1999-10,0.025,
1999-11,0.023,
1999-12,0.023,
2000-01,0.029,
2000-02,0.027,
2000-03,0.027,
2000-04,0.023,
2000-05,0.025,
2000-06,0.024,
2000-07,0.023,
2000-08,0.022,
2000-09,0.022,
2000-10,0.022,
2000-11,0.023,
2000-12,0.022,
2001-01,0.025,
2001-02,0.027,
2001-03,0.031,
2001-04,0.039,
2001-05,0.039,
2001-06,0.042,
2001-07,0.050,
2001-08,0.053,
2001-09,0.058,
2001-10,0.063,
2001-11,0.067,
2001-12,0.064,
2002-01,0.065,
2002-02,0.082,
2002-03,0.090,
2002-04,0.082,
2002-05,0.088,
2002-06,0.098,
2002-07,0.107,
2002-08,0.116,
2002-09,0.124,
2002-10,0.132,
2002-11,0.143,
2002-12,0.142,
2003-01,0.151,
2003-02,0.154,
2003-03,0.153,
2003-04,0.153,
2003-05,0.155,
2003-06,0.150,
2003-07,0.151,
2003-08,0.151,
2003-09,0.150,
2003-10,0.152,
2003-11,0.152,
2003-12,0.157,
2004-01,0.162,
2004-02,0.168,
2004-03,0.173,
2004-04,0.171,
2004-05,0.169,
2004-06,0.166,
2004-07,0.164,
2004-08,0.166,
2004-09,0.164,
2004-10,0.165,
2004-11,0.163,
2004-12,0.164,
2005-01,0.165,
2005-02,0.168,
2005-03,0.171,
2005-04,0.178,
2005-05,0.181,
2005-06,0.186,
2005-07,0.187,
2005-08,0.191,
2005-09,0.201,
2005-10,0.201,
2005-11,0.201,
2005-12,0.195,
2006-01,0.186,
2006-02,0.182,
2006-03,0.182,
2006-04,0.183,
2006-05,0.190,
2006-06,0.196,
2006-07,0.201,
2006-08,0.196,
2006-09,0.193,
2006-10,0.192,
2006-11,0.189,
2006-12,0.189,
2007-01,0.184,
2007-02,0.183,
2007-03,0.180,
2007-04,0.175,
2007-05,0.170,
2007-06,0.164,
2007-07,0.162,
2007-08,0.154,
2007-09,0.153,
2007-10,0.153,
2007-11,0.155,
2007-12,0.162,
2008-01,0.166,
2008-02,0.185,
2008-03,0.206,
2008-04,0.221,
2008-05,0.219,
2008-06,0.220,
2008-07,0.218,
2008-08,0.215,
2008-09,0.211,
2008-10,0.211,
2008-11,0.213,
2008-12,0.223,
2009-01,0.251,
2009-02,0.264,
2009-03,0.259,
2009-04,0.258,
2009-05,0.271,
2009-06,0.266,
2009-07,0.261,
2009-08,0.265,
2009-09,0.266,
2009-10,0.269,
2009-11,0.273,
2009-12,0.284,
2010-01,0.293,
2010-02,0.294,
2010-03,0.290,
2010-04,0.284,
2010-05,0.282,
2010-06,0.275,
2010-07,0.287,
2010-08,0.273,
2010-09,0.271,
2010-10,0.267,
2010-11,0.261,
2010-12,0.243,
2011-01,0.212,
2011-02,0.197,
2011-03,0.194,
2011-04,0.196,
2011-05,0.189,
2011-06,0.188,
2011-07,0.196,
2011-08,0.192,
2011-09,0.186,
2011-10,0.181,
2011-11,0.179,
2011-12,0.172,
2012-01,0.171,
2012-02,0.161,
2012-03,0.154,
2012-04,0.153,
2012-05,0.157,
2012-06,0.159,
2012-07,0.164,
2012-08,0.156,
2012-09,0.155,
2012-10,0.155,
2012-11,0.152,
2012-12,0.154,
2013-01,0.156,
2013-02,0.154,
2013-03,0.146,
2013-04,0.143,
2013-05,0.134,
2013-06,0.131,
2013-07,0.129,
2013-08,0.121,
2013-09,0.117,
2013-10,0.117,
2013-11,0.112,
2013-12,0.107,
2014-01,0.097,
2014-02,0.092,
2014-03,0.084,
2014-04,0.076,
2014-05,0.069,
2014-06,0.066,
2014-07,0.063,
2014-08,0.060,
2014-09,0.058,
2014-10,0.058,
2014-11,0.053,
2014-12,0.056,Provisional value
