"",BBK01.OU7415,BBK01.OU7415_FLAGS
"",Domestic securities / Mutual fund shares and other securities / Issued by banks (MFIs) / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:51:31,
1968-12,0.002,
1969-01,0.001,
1969-02,0.002,
1969-03,0.002,
1969-04,0.002,
1969-05,0.002,
1969-06,0.002,
1969-07,0.002,
1969-08,0.002,
1969-09,0.001,
1969-10,0.001,
1969-11,0.002,
1969-12,0.002,
1970-01,0.002,
1970-02,0.001,
1970-03,0.001,
1970-04,0.002,
1970-05,0.001,
1970-06,0.001,
1970-07,0.001,
1970-08,0.001,
1970-09,0.001,
1970-10,0.002,
1970-11,0.002,
1970-12,0.003,
1971-01,0.002,
1971-02,0.002,
1971-03,0.003,
1971-04,0.002,
1971-05,0.003,
1971-06,0.004,
1971-07,0.003,
1971-08,0.003,
1971-09,0.003,
1971-10,0.004,
1971-11,0.004,
1971-12,0.003,
1972-01,0.005,
1972-02,0.020,
1972-03,0.020,
1972-04,0.021,
1972-05,0.020,
1972-06,0.021,
1972-07,0.021,
1972-08,0.021,
1972-09,0.022,
1972-10,0.022,
1972-11,0.024,
1972-12,0.007,
1973-01,0.006,
1973-02,0.005,
1973-03,0.005,
1973-04,0.005,
1973-05,0.005,
1973-06,0.006,
1973-07,0.005,
1973-08,0.006,
1973-09,0.005,
1973-10,0.006,
1973-11,0.006,
1973-12,0.010,
1974-01,0.010,
1974-02,0.009,
1974-03,0.008,
1974-04,0.006,
1974-05,0.007,
1974-06,0.006,
1974-07,0.018,
1974-08,0.018,
1974-09,0.019,
1974-10,0.010,
1974-11,0.012,
1974-12,0.012,
1975-01,0.011,
1975-02,0.010,
1975-03,0.010,
1975-04,0.010,
1975-05,0.010,
1975-06,0.010,
1975-07,0.012,
1975-08,0.012,
1975-09,0.011,
1975-10,0.011,
1975-11,0.014,
1975-12,0.010,
1976-01,0.009,
1976-02,0.009,
1976-03,0.009,
1976-04,0.009,
1976-05,0.009,
1976-06,0.009,
1976-07,0.009,
1976-08,0.010,
1976-09,0.011,
1976-10,0.011,
1976-11,0.009,
1976-12,0.010,
1977-01,0.010,
1977-02,0.010,
1977-03,0.009,
1977-04,0.009,
1977-05,0.009,
1977-06,0.009,
1977-07,0.009,
1977-08,0.008,
1977-09,0.009,
1977-10,0.008,
1977-11,0.008,
1977-12,0.008,
1978-01,0.009,
1978-02,0.008,
1978-03,0.007,
1978-04,0.007,
1978-05,0.007,
1978-06,0.026,
1978-07,0.025,
1978-08,0.026,
1978-09,0.012,
1978-10,0.011,
1978-11,0.011,
1978-12,0.014,
1979-01,0.025,
1979-02,0.022,
1979-03,0.019,
1979-04,0.019,
1979-05,0.019,
1979-06,0.019,
1979-07,0.018,
1979-08,0.010,
1979-09,0.011,
1979-10,0.011,
1979-11,0.011,
1979-12,0.011,
1980-01,0.011,
1980-02,0.011,
1980-03,0.011,
1980-04,0.011,
1980-05,0.014,
1980-06,0.020,
1980-07,0.018,
1980-08,0.013,
1980-09,0.013,
1980-10,0.013,
1980-11,0.012,
1980-12,0.008,
1981-01,0.011,
1981-02,0.009,
1981-03,0.008,
1981-04,0.005,
1981-05,0.005,
1981-06,0.023,
1981-07,0.023,
1981-08,0.023,
1981-09,0.023,
1981-10,0.009,
1981-11,0.008,
1981-12,0.006,
1982-01,0.006,
1982-02,0.005,
1982-03,0.006,
1982-04,0.006,
1982-05,0.006,
1982-06,0.005,
1982-07,0.011,
1982-08,0.010,
1982-09,0.005,
1982-10,0.005,
1982-11,0.005,
1982-12,0.005,
1983-01,0.005,
1983-02,0.005,
1983-03,0.005,
1983-04,0.005,
1983-05,0.005,
1983-06,0.005,
1983-07,0.005,
1983-08,0.004,
1983-09,0.004,
1983-10,0.004,
1983-11,0.004,
1983-12,0.004,
1984-01,0.004,
1984-02,0.004,
1984-03,0.004,
1984-04,0.004,
1984-05,0.004,
1984-06,0.026,
1984-07,0.026,
1984-08,0.027,
1984-09,0.027,
1984-10,0.008,
1984-11,0.007,
1984-12,0.010,
1985-01,0.011,
1985-02,0.011,
1985-03,0.012,
1985-04,0.012,
1985-05,0.012,
1985-06,0.013,
1985-07,0.013,
1985-08,0.013,
1985-09,0.012,
1985-10,0.012,
1985-11,0.012,
1985-12,0.017,
1986-01,0.010,
1986-02,0.010,
1986-03,0.013,
1986-04,0.032,
1986-05,0.034,
1986-06,0.032,
1986-07,0.040,
1986-08,0.046,
1986-09,0.049,
1986-10,0.086,
1986-11,0.102,
1986-12,0.111,
1987-01,0.120,
1987-02,0.127,
1987-03,0.129,
1987-04,0.130,
1987-05,0.133,
1987-06,0.157,
1987-07,0.177,
1987-08,0.173,
1987-09,0.051,
1987-10,0.042,
1987-11,0.036,
1987-12,0.026,
1988-01,0.022,
1988-02,0.021,
1988-03,0.021,
1988-04,0.019,
1988-05,0.018,
1988-06,0.018,
1988-07,0.018,
1988-08,0.017,
1988-09,0.018,
1988-10,0.019,
1988-11,0.017,
1988-12,0.013,
1989-01,0.012,
1989-02,0.011,
1989-03,0.010,
1989-04,0.009,
1989-05,0.011,
1989-06,0.008,
1989-07,0.009,
1989-08,0.009,
1989-09,0.010,
1989-10,0.011,
1989-11,0.012,
1989-12,0.008,
1990-01,0.011,
1990-02,0.011,
1990-03,0.012,
1990-04,0.013,
1990-05,0.013,
1990-06,0.015,
1990-07,0.015,
1990-08,0.014,
1990-09,0.015,
1990-10,0.013,
1990-11,0.014,
1990-12,0.016,
1991-01,0.015,
1991-02,0.015,
1991-03,0.017,
1991-04,0.021,
1991-05,0.022,
1991-06,0.018,
