"",BBK01.CEF303,BBK01.CEF303_FLAGS
"",Debt securities                                  debtor: Insgeamt                     creditor: MFI,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:24,
1999-01,924.6,
1999-04,946.4,
1999-07,932.4,
1999-10,937.8,
2000-01,975.6,
2000-04,998.3,
2000-07,1023.8,
2000-10,1035.0,
2001-01,1078.2,
2001-04,1091.0,
2001-07,1093.1,
2001-10,1097.1,
2002-01,1091.2,
2002-04,1104.3,
2002-07,1141.1,
2002-10,1124.8,
2003-01,1167.8,
2003-04,1192.2,
2003-07,1150.5,
2003-10,1140.2,
2004-01,1229.7,
2004-04,1230.4,
2004-07,1272.9,
2004-10,1294.4,
2005-01,1338.0,
2005-04,1413.1,
2005-07,1404.2,
2005-10,1371.3,
2006-01,1363.2,
2006-04,1358.3,
2006-07,1366.0,
2006-10,1384.0,
2007-01,1410.3,
2007-04,1407.9,
2007-07,1406.5,
2007-10,1425.4,
2008-01,1466.7,
2008-04,1464.1,
2008-07,1471.8,
2008-10,1570.8,
2009-01,1584.1,
2009-04,1581.5,
2009-07,1607.7,
2009-10,1597.6,
2010-01,1621.6,
2010-04,1641.2,
2010-07,1622.5,
2010-10,1530.1,
2011-01,1473.5,
2011-04,1469.6,
2011-07,1543.6,
2011-10,1522.8,
2012-01,1541.4,
2012-04,1561.1,
2012-07,1541.8,
2012-10,1529.3,
2013-01,1496.7,
2013-04,1464.6,
2013-07,1415.4,
2013-10,1410.7,
2014-01,1424.1,
2014-04,1440.2,
2014-07,1468.1,
