"",BBK01.WX0065,BBK01.WX0065_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 43.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:19,
2008-12,5.28,
2009-01,5.28,
2009-02,5.28,
2009-03,5.29,
2009-04,5.29,
2009-05,5.29,
2009-06,5.28,
2009-07,5.27,
2009-08,5.27,Corrected value
2009-09,5.26,
2009-10,5.25,Corrected value
2009-11,5.23,
2009-12,5.22,
2010-01,5.21,
2010-02,5.20,
2010-03,5.19,
2010-04,5.17,
2010-05,5.16,
2010-06,5.14,
2010-07,5.12,
2010-08,5.10,
2010-09,5.08,
2010-10,5.05,
2010-11,5.03,
2010-12,5.02,
2011-01,5.01,
2011-02,4.99,
2011-03,4.98,
2011-04,4.97,
2011-05,4.95,
2011-06,4.95,
2011-07,4.94,
2011-08,4.93,
2011-09,4.93,
2011-10,4.92,
2011-11,4.92,
2011-12,4.91,
2012-01,4.90,
2012-02,4.89,
2012-03,4.88,
2012-04,4.87,
2012-05,4.85,
2012-06,4.84,
2012-07,4.83,
2012-08,4.82,
2012-09,4.81,
2012-10,4.80,
2012-11,4.79,
2012-12,4.78,
2013-01,4.77,
2013-02,4.77,
2013-03,4.75,
2013-04,4.74,
2013-05,4.72,
2013-06,4.70,
2013-07,4.69,
2013-08,4.68,
2013-09,4.67,
2013-10,4.66,
2013-11,4.66,
2013-12,4.65,
2014-01,4.64,
2014-02,4.63,
2014-03,4.62,
2014-04,4.60,
2014-05,4.58,
2014-06,4.56,
2014-07,4.54,
2014-08,4.51,
2014-09,4.48,
2014-10,4.45,
2014-11,4.41,
2014-12,4.37,
2015-01,4.32,
