"",BBK01.QUV913,BBK01.QUV913_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Uruguay / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:22:21,
2001-12,0.159,
2002-01,0.194,
2002-02,0.162,
2002-03,0.142,
2002-04,0.164,
2002-05,0.211,
2002-06,0.132,
2002-07,0.220,
2002-08,0.252,
2002-09,0.163,
2002-10,0.188,
2002-11,0.179,
2002-12,0.165,
2003-01,0.160,
2003-02,0.123,
2003-03,0.127,
2003-04,0.184,
2003-05,0.201,
2003-06,0.223,
2003-07,0.201,
2003-08,0.256,
2003-09,0.251,
2003-10,0.223,
2003-11,0.241,
2003-12,0.135,
2004-01,0.148,
2004-02,0.159,
2004-03,0.158,
2004-04,0.178,
2004-05,0.127,
2004-06,0.159,
2004-07,0.154,
2004-08,0.144,
2004-09,0.154,
2004-10,0.184,
2004-11,0.148,
2004-12,0.185,
2005-01,0.193,
2005-02,0.159,
2005-03,0.160,
2005-04,0.125,
2005-05,0.148,
2005-06,0.143,
2005-07,0.153,
2005-08,0.143,
2005-09,0.120,
2005-10,0.156,
2005-11,0.140,
2005-12,0.157,
2006-01,0.148,
2006-02,0.154,
2006-03,0.128,
2006-04,0.137,
2006-05,0.137,
2006-06,0.143,
2006-07,0.149,
2006-08,0.150,
2006-09,0.179,
2006-10,0.155,
2006-11,0.170,
2006-12,0.138,
2007-01,0.163,
2007-02,0.168,
2007-03,0.155,
2007-04,0.152,
2007-05,0.168,
2007-06,0.164,
2007-07,0.173,
2007-08,0.251,
2007-09,0.233,
2007-10,0.236,
2007-11,0.221,
2007-12,0.243,
2008-01,0.276,
2008-02,0.259,
2008-03,0.274,
2008-04,0.252,
2008-05,0.281,
2008-06,0.266,
2008-07,0.253,
2008-08,0.328,
2008-09,0.304,
2008-10,0.250,
2008-11,0.272,
2008-12,0.261,
2009-01,0.275,
2009-02,0.243,
2009-03,0.240,
2009-04,0.215,
2009-05,0.219,
2009-06,0.229,
2009-07,0.230,
2009-08,0.241,
2009-09,0.226,
2009-10,0.245,
2009-11,0.249,
2009-12,0.303,
2010-01,0.303,
2010-02,0.323,
2010-03,0.324,
2010-04,0.288,
2010-05,0.253,
2010-06,0.237,
2010-07,0.214,
2010-08,0.234,
2010-09,0.245,
2010-10,0.269,
2010-11,0.327,
2010-12,0.301,
2011-01,0.307,
2011-02,0.373,
2011-03,0.348,
2011-04,0.341,
2011-05,0.364,
2011-06,0.318,
2011-07,0.414,
2011-08,0.359,
2011-09,0.390,
2011-10,0.380,
2011-11,0.415,
2011-12,0.341,
2012-01,0.398,
2012-02,0.371,
2012-03,0.313,
2012-04,0.341,
2012-05,0.371,
2012-06,0.371,
2012-07,0.395,
2012-08,0.376,
2012-09,0.401,
2012-10,0.388,
2012-11,0.416,
2012-12,0.385,
2013-01,0.418,
2013-02,0.459,
2013-03,0.445,
2013-04,0.411,
2013-05,0.434,
2013-06,0.471,
2013-07,0.441,
2013-08,0.417,
2013-09,0.445,
2013-10,0.379,
2013-11,0.403,
2013-12,0.361,
2014-01,0.342,
2014-02,0.402,
2014-03,0.485,
2014-04,0.580,
2014-05,0.636,
2014-06,0.891,
2014-07,0.925,
2014-08,0.907,
2014-09,0.905,
2014-10,0.909,
2014-11,0.591,
2014-12,0.469,
