"",BBK01.QUK859,BBK01.QUK859_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Isle of man / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:03,
2003-01,0.590,
2003-02,0.739,
2003-03,1.123,
2003-04,1.119,
2003-05,1.047,
2003-06,1.090,
2003-07,1.167,
2003-08,1.437,
2003-09,1.345,
2003-10,1.368,
2003-11,1.326,
2003-12,1.339,
2004-01,1.336,
2004-02,1.333,
2004-03,1.345,
2004-04,1.319,
2004-05,1.395,
2004-06,1.397,
2004-07,1.220,
2004-08,1.250,
2004-09,1.273,
2004-10,1.386,
2004-11,1.306,
2004-12,1.331,
2005-01,1.491,
2005-02,1.556,
2005-03,1.702,
2005-04,1.851,
2005-05,2.069,
2005-06,2.223,
2005-07,2.250,
2005-08,2.214,
2005-09,2.240,
2005-10,2.244,
2005-11,2.220,
2005-12,1.867,
2006-01,1.953,
2006-02,1.998,
2006-03,1.984,
2006-04,1.963,
2006-05,2.121,
2006-06,2.143,
2006-07,1.893,
2006-08,1.943,
2006-09,2.072,
2006-10,2.177,
2006-11,2.139,
2006-12,2.249,
2007-01,2.326,
2007-02,2.402,
2007-03,2.366,
2007-04,2.302,
2007-05,2.249,
2007-06,2.374,
2007-07,2.439,
2007-08,2.537,
2007-09,2.293,
2007-10,2.231,
2007-11,2.330,
2007-12,2.396,
2008-01,2.449,
2008-02,2.507,
2008-03,2.616,
2008-04,2.708,
2008-05,2.896,
2008-06,2.914,
2008-07,2.946,
2008-08,3.034,
2008-09,3.123,
2008-10,3.505,
2008-11,3.458,
2008-12,3.234,
2009-01,3.423,
2009-02,3.566,
2009-03,3.440,
2009-04,3.424,
2009-05,3.650,
2009-06,3.728,
2009-07,3.662,
2009-08,3.602,
2009-09,3.604,
2009-10,3.675,
2009-11,3.651,
2009-12,3.684,
2010-01,3.776,
2010-02,3.894,
2010-03,3.846,
2010-04,3.863,
2010-05,4.126,
2010-06,4.127,
2010-07,3.972,
2010-08,4.003,
2010-09,3.856,
2010-10,3.905,
2010-11,3.980,
2010-12,3.825,
2011-01,3.766,
2011-02,3.805,
2011-03,3.724,
2011-04,3.600,
2011-05,3.676,
2011-06,3.586,
2011-07,3.950,
2011-08,3.857,
2011-09,4.008,
2011-10,3.908,
2011-11,4.044,
2011-12,4.168,
2012-01,4.099,
2012-02,4.027,
2012-03,4.074,
2012-04,4.119,
2012-05,4.505,
2012-06,4.329,
2012-07,4.380,
2012-08,4.274,
2012-09,4.187,
2012-10,4.179,
2012-11,4.093,
2012-12,4.067,
2013-01,3.857,
2013-02,3.843,
2013-03,3.917,
2013-04,3.952,
2013-05,3.999,
2013-06,3.969,
2013-07,3.794,
2013-08,3.635,
2013-09,3.568,
2013-10,3.463,
2013-11,3.459,
2013-12,3.309,
2014-01,3.358,
2014-02,3.248,
2014-03,3.212,
2014-04,3.164,
2014-05,3.188,
2014-06,3.271,
2014-07,3.187,
2014-08,3.164,
2014-09,3.248,
2014-10,3.332,
