"",BBK01.SU0519,BBK01.SU0519_FLAGS
"","Deposit rates of banks / Savings deposits with higher rates of return, with agreed notice of 3 months, without a duration of contract being agreed, less than EUR 5,000 / Lowest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:29,
1996-11,2.10,
1996-12,2.10,
1997-01,2.00,
1997-02,2.00,
1997-03,2.00,
1997-04,2.00,
1997-05,1.95,
1997-06,1.90,
1997-07,1.88,
1997-08,1.88,
1997-09,1.88,
1997-10,1.88,
1997-11,1.90,
1997-12,1.93,
1998-01,1.75,
1998-02,1.88,
1998-03,1.75,
1998-04,1.75,
1998-05,1.75,
1998-06,1.75,
1998-07,1.75,
1998-08,1.75,
1998-09,1.75,
1998-10,1.75,
1998-11,1.75,
1998-12,1.75,
1999-01,1.50,
1999-02,1.50,
1999-03,1.50,
1999-04,1.50,
1999-05,1.50,
1999-06,1.50,
1999-07,1.43,
1999-08,1.50,
1999-09,1.50,
1999-10,1.38,
1999-11,1.50,
1999-12,1.50,
2000-01,1.50,
2000-02,1.40,
2000-03,1.50,
2000-04,1.50,
2000-05,1.25,
2000-06,1.50,
2000-07,1.50,
2000-08,1.30,
2000-09,1.50,
2000-10,1.50,
2000-11,1.50,
2000-12,1.50,
2001-01,1.50,
2001-02,1.50,
2001-03,1.50,
2001-04,1.50,
2001-05,1.50,
2001-06,1.50,
2001-07,1.50,
2001-08,1.50,
2001-09,1.35,
2001-10,1.25,
2001-11,1.25,
2001-12,1.25,
2002-01,1.25,
2002-02,1.25,
2002-03,1.25,
2002-04,1.25,
2002-05,1.25,
2002-06,1.25,
2002-07,1.15,
2002-08,1.00,
2002-09,1.25,
2002-10,1.01,
2002-11,1.00,
2002-12,1.00,
2003-01,1.00,
2003-02,1.00,
2003-03,1.00,
2003-04,1.00,
2003-05,1.00,
2003-06,0.65,
"","General: Up to December 2001, deposits of less than DM 10,000. The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range.",
