"",BBK01.QUV685,BBK01.QUV685_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Tunisia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:18:24,
2001-12,0.061,
2002-01,0.066,
2002-02,0.570,
2002-03,0.040,
2002-04,0.051,
2002-05,0.042,
2002-06,0.032,
2002-07,0.043,
2002-08,0.052,
2002-09,0.068,
2002-10,0.056,
2002-11,0.055,
2002-12,0.056,
2003-01,0.056,
2003-02,0.048,
2003-03,0.044,
2003-04,0.036,
2003-05,0.057,
2003-06,0.037,
2003-07,0.055,
2003-08,0.053,
2003-09,0.050,
2003-10,0.065,
2003-11,0.063,
2003-12,0.071,
2004-01,0.055,
2004-02,0.068,
2004-03,0.052,
2004-04,0.053,
2004-05,0.040,
2004-06,0.048,
2004-07,0.059,
2004-08,0.057,
2004-09,0.078,
2004-10,0.062,
2004-11,0.061,
2004-12,0.069,
2005-01,0.053,
2005-02,0.052,
2005-03,0.043,
2005-04,0.041,
2005-05,0.033,
2005-06,0.032,
2005-07,0.036,
2005-08,0.033,
2005-09,0.032,
2005-10,0.035,
2005-11,0.063,
2005-12,0.077,
2006-01,0.081,
2006-02,0.062,
2006-03,0.048,
2006-04,0.049,
2006-05,0.053,
2006-06,0.049,
2006-07,0.052,
2006-08,0.054,
2006-09,0.051,
2006-10,0.056,
2006-11,0.056,
2006-12,0.076,
2007-01,0.071,
2007-02,0.062,
2007-03,0.057,
2007-04,0.052,
2007-05,0.049,
2007-06,0.045,
2007-07,0.051,
2007-08,0.057,
2007-09,0.065,
2007-10,0.072,
2007-11,0.074,
2007-12,0.075,
2008-01,0.068,
2008-02,0.069,
2008-03,0.060,
2008-04,0.052,
2008-05,0.042,
2008-06,0.041,
2008-07,0.053,
2008-08,0.057,
2008-09,0.052,
2008-10,0.056,
2008-11,0.068,
2008-12,0.070,
2009-01,0.067,
2009-02,0.067,
2009-03,0.059,
2009-04,0.053,
2009-05,0.036,
2009-06,0.027,
2009-07,0.032,
2009-08,0.023,
2009-09,0.026,
2009-10,0.036,
2009-11,0.046,
2009-12,0.074,
2010-01,0.069,
2010-02,0.070,
2010-03,0.059,
2010-04,0.047,
2010-05,0.047,
2010-06,0.040,
2010-07,0.114,
2010-08,0.052,
2010-09,0.083,
2010-10,0.077,
2010-11,0.024,
2010-12,0.032,
2011-01,0.052,
2011-02,0.030,
2011-03,0.035,
2011-04,0.021,
2011-05,0.027,
2011-06,0.028,
2011-07,0.029,
2011-08,0.028,
2011-09,0.030,
2011-10,0.021,
2011-11,0.032,
2011-12,0.025,
2012-01,0.024,
2012-02,0.025,
2012-03,0.030,
2012-04,0.030,
2012-05,0.041,
2012-06,0.037,
2012-07,0.036,
2012-08,0.029,
2012-09,0.031,
2012-10,0.039,
2012-11,0.045,
2012-12,0.049,
2013-01,0.038,
2013-02,0.046,
2013-03,0.048,
2013-04,0.052,
2013-05,0.050,
2013-06,0.050,
2013-07,0.048,
2013-08,0.040,
2013-09,0.046,
2013-10,0.040,
2013-11,0.045,
2013-12,0.059,
2014-01,0.055,
2014-02,0.057,
2014-03,0.066,
2014-04,0.063,
2014-05,0.049,
2014-06,0.056,
2014-07,0.064,
2014-08,0.052,
2014-09,0.079,
2014-10,0.046,
2014-11,0.049,
2014-12,0.035,
