"",BBK01.WX0058,BBK01.WX0058_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 36.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:16,
2008-12,5.33,
2009-01,5.34,
2009-02,5.34,
2009-03,5.34,
2009-04,5.35,
2009-05,5.34,
2009-06,5.34,
2009-07,5.33,
2009-08,5.33,Corrected value
2009-09,5.32,
2009-10,5.31,Corrected value
2009-11,5.29,
2009-12,5.28,
2010-01,5.27,
2010-02,5.26,
2010-03,5.25,
2010-04,5.23,
2010-05,5.22,
2010-06,5.21,
2010-07,5.19,
2010-08,5.17,
2010-09,5.14,
2010-10,5.12,
2010-11,5.10,
2010-12,5.09,
2011-01,5.08,
2011-02,5.06,
2011-03,5.05,
2011-04,5.04,
2011-05,5.03,
2011-06,5.02,
2011-07,5.01,
2011-08,5.01,
2011-09,5.00,
2011-10,4.99,
2011-11,4.99,
2011-12,4.99,
2012-01,4.98,
2012-02,4.97,
2012-03,4.95,
2012-04,4.94,
2012-05,4.92,
2012-06,4.91,
2012-07,4.90,
2012-08,4.89,
2012-09,4.88,
2012-10,4.87,
2012-11,4.86,
2012-12,4.85,
2013-01,4.84,
2013-02,4.83,
2013-03,4.82,
2013-04,4.80,
2013-05,4.78,
2013-06,4.77,
2013-07,4.75,
2013-08,4.74,
2013-09,4.73,
2013-10,4.72,
2013-11,4.72,
2013-12,4.71,
2014-01,4.70,
2014-02,4.69,
2014-03,4.67,
2014-04,4.66,
2014-05,4.64,
2014-06,4.61,
2014-07,4.59,
2014-08,4.56,
2014-09,4.53,
2014-10,4.49,
2014-11,4.46,
2014-12,4.42,
2015-01,4.37,
