"",BBK01.WX0041,BBK01.WX0041_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 19.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:09,
2008-12,5.36,
2009-01,5.37,
2009-02,5.38,
2009-03,5.39,
2009-04,5.39,
2009-05,5.40,
2009-06,5.40,
2009-07,5.39,
2009-08,5.39,Corrected value
2009-09,5.38,
2009-10,5.37,
2009-11,5.36,
2009-12,5.36,
2010-01,5.35,
2010-02,5.34,
2010-03,5.33,
2010-04,5.33,
2010-05,5.32,
2010-06,5.31,
2010-07,5.30,
2010-08,5.28,
2010-09,5.27,
2010-10,5.25,
2010-11,5.25,
2010-12,5.24,
2011-01,5.24,
2011-02,5.23,
2011-03,5.23,
2011-04,5.22,
2011-05,5.21,
2011-06,5.21,
2011-07,5.21,
2011-08,5.21,
2011-09,5.21,
2011-10,5.20,
2011-11,5.21,
2011-12,5.20,
2012-01,5.20,
2012-02,5.19,
2012-03,5.18,
2012-04,5.18,
2012-05,5.16,
2012-06,5.15,
2012-07,5.14,
2012-08,5.13,
2012-09,5.12,
2012-10,5.11,
2012-11,5.10,
2012-12,5.09,
2013-01,5.08,
2013-02,5.07,
2013-03,5.06,
2013-04,5.04,
2013-05,5.02,
2013-06,5.00,
2013-07,4.99,
2013-08,4.97,
2013-09,4.97,
2013-10,4.96,
2013-11,4.95,
2013-12,4.94,
2014-01,4.93,
2014-02,4.91,
2014-03,4.90,
2014-04,4.88,
2014-05,4.86,
2014-06,4.83,
2014-07,4.80,
2014-08,4.77,
2014-09,4.73,
2014-10,4.70,
2014-11,4.66,
2014-12,4.61,
2015-01,4.56,
