"",BBK01.TZ4970,BBK01.TZ4970_FLAGS
"",Monetary capital formation / Deposits / Redeemable at notice of over 3 months / German contribution / Financial transactions (flows) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:19,
1999-01,0.7,
1999-02,-1.6,
1999-03,-0.5,
1999-04,-1.1,
1999-05,-3.0,
1999-06,-1.5,
1999-07,-2.0,
1999-08,-0.7,
1999-09,0.5,
1999-10,-0.7,
1999-11,-0.3,
1999-12,-0.2,
2000-01,0.1,
2000-02,1.0,
2000-03,0.8,
2000-04,0.8,
2000-05,1.8,
2000-06,1.7,
2000-07,1.4,
2000-08,1.8,
2000-09,1.9,
2000-10,0.6,
2000-11,1.0,
2000-12,0.2,
2001-01,0.9,
2001-02,0.0,
2001-03,-0.4,
2001-04,-0.7,
2001-05,-0.6,
2001-06,-0.7,
2001-07,-1.1,
2001-08,-1.1,
2001-09,-0.9,
2001-10,-2.0,
2001-11,-1.6,
2001-12,-1.9,
2002-01,-2.9,
2002-02,-1.0,
2002-03,-1.1,
2002-04,-0.8,
2002-05,-0.7,
2002-06,-0.1,
2002-07,0.2,
2002-08,0.3,
2002-09,-0.6,
2002-10,-1.1,
2002-11,-1.2,
2002-12,-1.3,
2003-01,-2.0,
2003-02,-1.3,
2003-03,-1.5,
2003-04,-1.7,
2003-05,-1.2,
2003-06,-1.2,
2003-07,-1.7,
2003-08,-1.4,
2003-09,-0.3,
2003-10,-0.4,
2003-11,-0.6,
2003-12,0.0,
2004-01,-1.1,
2004-02,-0.4,
2004-03,-0.1,
2004-04,-0.4,
2004-05,-0.5,
2004-06,-0.2,
2004-07,0.5,
2004-08,0.1,
2004-09,0.1,
2004-10,0.1,
2004-11,0.1,
2004-12,0.2,
2005-01,-0.3,
2005-02,0.5,
2005-03,0.1,
2005-04,0.2,
2005-05,-0.1,
2005-06,-0.5,
2005-07,-0.4,
2005-08,-0.8,
2005-09,-1.3,
2005-10,-1.0,
2005-11,-0.4,
2005-12,-0.1,
2006-01,0.6,
2006-02,0.3,
2006-03,0.9,
2006-04,0.9,
2006-05,1.5,
2006-06,1.5,
2006-07,1.4,
2006-08,1.8,
2006-09,1.5,
2006-10,1.6,
2006-11,1.9,
2006-12,1.1,
2007-01,1.7,
2007-02,2.0,
2007-03,1.6,
2007-04,1.0,
2007-05,0.2,
2007-06,0.8,
2007-07,1.0,
2007-08,0.4,
2007-09,0.9,
2007-10,0.5,
2007-11,0.2,
2007-12,0.2,
2008-01,-0.1,
2008-02,-0.8,
2008-03,-2.1,
2008-04,-0.6,
2008-05,-1.0,
2008-06,-0.6,
2008-07,-0.3,
2008-08,-0.9,
2008-09,-0.9,
2008-10,2.4,
2008-11,3.1,
2008-12,3.0,
2009-01,0.0,
2009-02,0.1,
2009-03,0.7,
2009-04,0.9,
2009-05,1.9,
2009-06,1.2,
2009-07,1.4,
2009-08,1.0,
2009-09,1.5,
2009-10,1.7,
2009-11,0.2,
2009-12,-1.7,
2010-01,-1.6,
2010-02,-0.6,
2010-03,0.0,
2010-04,-1.2,
2010-05,-1.4,
2010-06,-1.1,
2010-07,-2.0,
2010-08,-1.6,
2010-09,-2.2,
2010-10,-2.1,
2010-11,0.1,
2010-12,-0.5,
2011-01,-0.5,
2011-02,0.1,
2011-03,0.1,
2011-04,-0.3,
2011-05,0.2,
2011-06,0.0,
2011-07,0.2,
2011-08,0.0,
2011-09,-0.4,
2011-10,-0.8,
2011-11,-1.2,
2011-12,-1.1,
2012-01,-0.9,
2012-02,-1.2,
2012-03,-0.9,
2012-04,0.1,
2012-05,-0.5,
2012-06,-0.8,
2012-07,-0.7,
2012-08,-1.3,
2012-09,-1.5,
2012-10,-1.3,
2012-11,-1.5,
2012-12,-1.8,
2013-01,-1.8,
2013-02,-1.5,
2013-03,-1.0,
2013-04,-1.2,
2013-05,-1.8,
2013-06,-0.7,
2013-07,-0.9,
2013-08,-0.9,
2013-09,-0.6,
2013-10,-0.6,
2013-11,-0.1,
2013-12,-0.3,
2014-01,-0.4,
2014-02,0.2,
2014-03,-0.2,
2014-04,0.0,
2014-05,0.0,
2014-06,-1.0,
2014-07,0.7,
2014-08,0.9,
2014-09,0.7,
2014-10,-0.7,
2014-11,-0.5,
2014-12,0.1,Provisional value
2015-01,0.1,
