"",BBK01.OUU177,BBK01.OUU177_FLAGS
"",Time deposits of non-banks (non-MFIs) / for up and including 1 year / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:39,
1999-01,0.639,
1999-02,0.633,
1999-03,0.615,
1999-04,0.600,
1999-05,0.598,
1999-06,0.275,
1999-07,0.388,
1999-08,0.286,
1999-09,0.452,
1999-10,0.456,
1999-11,0.455,
1999-12,0.400,
2000-01,0.518,
2000-02,0.394,
2000-03,0.372,
2000-04,0.376,
2000-05,0.371,
2000-06,0.361,
2000-07,0.379,
2000-08,0.383,
2000-09,0.355,
2000-10,0.346,
2000-11,0.325,
2000-12,0.365,
2001-01,0.377,
2001-02,0.385,
2001-03,0.392,
2001-04,0.440,
2001-05,0.459,
2001-06,0.513,
2001-07,0.564,
2001-08,0.609,
2001-09,0.632,
2001-10,0.656,
2001-11,0.703,
2001-12,0.669,
2002-01,0.760,
2002-02,0.736,
2002-03,0.688,
2002-04,0.671,
2002-05,0.653,
2002-06,0.646,
2002-07,0.681,
2002-08,0.681,
2002-09,0.702,
2002-10,0.715,
2002-11,0.724,
2002-12,0.713,
2003-01,0.644,
2003-02,0.664,
2003-03,0.613,
2003-04,0.651,
2003-05,0.676,
2003-06,0.689,
2003-07,0.709,
2003-08,0.725,
2003-09,0.749,
2003-10,0.767,
2003-11,0.779,
2003-12,0.795,
2004-01,0.803,
2004-02,0.783,
2004-03,0.803,
2004-04,0.795,
2004-05,0.796,
2004-06,0.807,
2004-07,0.830,
2004-08,0.846,
2004-09,0.853,
2004-10,0.863,
2004-11,0.884,
2004-12,0.868,
2005-01,0.841,
2005-02,0.839,
2005-03,0.838,
2005-04,0.847,
2005-05,0.855,
2005-06,0.885,
2005-07,0.878,
2005-08,0.908,
2005-09,0.945,
2005-10,0.957,
2005-11,0.995,
2005-12,1.048,
2006-01,1.007,
2006-02,0.998,
2006-03,0.999,
2006-04,1.001,
2006-05,1.034,
2006-06,1.066,
2006-07,1.084,
2006-08,1.111,
2006-09,1.136,
2006-10,1.141,
2006-11,1.176,
2006-12,1.234,
2007-01,1.228,
2007-02,1.257,
2007-03,1.272,
2007-04,1.266,
2007-05,1.262,
2007-06,1.266,
2007-07,1.252,
2007-08,1.251,
2007-09,1.259,
2007-10,1.279,
2007-11,1.325,
2007-12,1.354,
2008-01,1.408,
2008-02,1.485,
2008-03,1.590,
2008-04,1.657,
2008-05,1.661,
2008-06,1.682,
2008-07,1.702,
2008-08,1.694,
2008-09,1.691,
2008-10,1.698,
2008-11,1.773,
2008-12,1.865,
2009-01,1.934,
2009-02,1.978,
2009-03,1.963,
2009-04,1.967,
2009-05,1.951,
2009-06,1.954,
2009-07,1.969,
2009-08,1.954,
2009-09,1.953,
2009-10,1.908,
2009-11,1.859,
2009-12,1.776,
2010-01,1.676,
2010-02,1.608,
2010-03,1.566,
2010-04,1.504,
2010-05,1.415,
2010-06,1.338,
2010-07,1.280,
2010-08,1.208,
2010-09,1.180,
2010-10,1.144,
2010-11,1.128,
2010-12,1.092,
2011-01,1.047,
2011-02,0.971,
2011-03,0.929,
2011-04,0.919,
2011-05,0.910,
2011-06,0.894,
2011-07,0.884,
2011-08,0.907,
2011-09,0.902,
2011-10,0.890,
2011-11,0.910,
2011-12,0.882,
2012-01,0.884,
2012-02,0.869,
2012-03,0.872,
2012-04,0.866,
2012-05,0.865,
2012-06,0.859,
2012-07,0.855,
2012-08,0.846,
2012-09,0.835,
2012-10,0.819,
2012-11,0.808,
2012-12,0.805,
2013-01,0.732,
2013-02,0.715,
2013-03,0.719,
2013-04,0.693,
2013-05,0.667,
2013-06,0.647,
2013-07,0.635,
2013-08,0.619,
2013-09,0.600,
2013-10,0.602,
2013-11,0.588,
2013-12,0.596,
2014-01,0.587,
2014-02,0.577,
2014-03,0.580,
2014-04,0.590,
2014-05,0.593,
2014-06,0.582,
2014-07,0.582,
2014-08,0.575,
2014-09,0.577,
2014-10,0.570,
2014-11,0.567,
2014-12,0.584,Provisional value
"","General: Up to 1998, excluding fixed-term deposits with maturities",
