"",BBK01.CEFZ09,BBK01.CEFZ09_FLAGS
"","Other accounts receivable, excluding trade credits and advances                                              debtor: Total           creditor: Non-MMF investment funds",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:25,
1999-01,0.0,
1999-04,0.0,
1999-07,0.0,
1999-10,0.0,
2000-01,0.0,
2000-04,0.0,
2000-07,0.0,
2000-10,0.0,
2001-01,0.0,
2001-04,0.0,
2001-07,0.0,
2001-10,0.0,
2002-01,0.0,
2002-04,0.0,
2002-07,0.0,
2002-10,0.0,
2003-01,0.0,
2003-04,0.0,
2003-07,0.0,
2003-10,0.0,
2004-01,0.0,
2004-04,0.0,
2004-07,0.0,
2004-10,0.0,
2005-01,0.0,
2005-04,0.0,
2005-07,0.0,
2005-10,0.0,
2006-01,0.0,
2006-04,0.0,
2006-07,0.0,
2006-10,0.0,
2007-01,0.0,
2007-04,0.0,
2007-07,0.0,
2007-10,0.0,
2008-01,0.0,
2008-04,0.0,
2008-07,0.0,
2008-10,0.0,
2009-01,0.0,
2009-04,0.0,
2009-07,0.0,
2009-10,17.0,
2010-01,16.2,
2010-04,16.4,
2010-07,17.2,
2010-10,18.6,
2011-01,16.4,
2011-04,16.9,
2011-07,17.9,
2011-10,18.7,
2012-01,17.6,
2012-04,19.6,
2012-07,17.6,
2012-10,19.0,
2013-01,17.4,
2013-04,19.5,
2013-07,19.0,
2013-10,19.7,
2014-01,20.4,
2014-04,19.9,
2014-07,20.7,
